Date,Open,High,Low,Close,Volume,Change,PB,BandWidth,PDI,MDI,ADX,CWMA,VWMA,MACD,MACD_sig,RSI,RSI_sig,%K,%D
2005-01-03,9050,9060,8920,9020,218558,0.0011098779134295356,0.8306722974653664,14.216802447119786,25.061784665258262,16.66622656957706,21.03230330870883,8933.333333333332,285447.6666666666,52.683428276237464,8.02689482464861,60.86823146389179,55.02002206480942,96.07843137254902,95.07196760400022
2005-01-04,9000,9020,8920,8940,280347,-0.008869179600886956,0.740158497264955,14.258669262430873,23.820405605325245,15.840702571669105,20.96711862809116,8954.0,284609.73333333334,59.66002040836247,18.353519941391383,57.16305281275761,54.829655237764456,82.85714285714286,92.65801192271779
2005-01-05,8800,8860,8730,8860,467322,-0.008948545861297563,0.655718522209625,13.619400968288955,22.614102460456937,21.0521927192689,19.72496179516694,8935.333333333332,343105.2,58.06435874084309,26.295687701281725,53.64629176679408,54.57038132592293,56.52173913043478,78.48577112004222
2005-01-06,8780,8910,8700,8700,343063,-0.018058690744920947,0.5073776383891362,13.255826968596496,22.69395481708385,19.645937759785564,18.830244872050514,8854.0,347208.0,43.38896160827426,29.714342482680234,47.36945910605941,54.28556964080471,21.73913043478261,53.70600414078675
2005-01-07,8820,8830,8710,8810,272369,0.012643678160919603,0.5838581822537716,12.44598492002743,21.79791299694646,18.870243000081,17.999436300585263,8822.0,327687.6666666666,40.17161101599777,31.80579618934374,51.565262941161095,54.58538968704277,45.65217391304348,41.30434782608696
2005-01-10,8840,8840,8750,8760,250135,-0.005675368898978461,0.5096186349407735,10.692306104936566,21.46763617203463,18.28705599895935,17.285227647528846,8786.666666666666,305622.06666666665,33.20449461445787,32.08553587436657,49.62852563521437,54.30347314169263,34.78260869565217,34.05797101449275
2005-01-11,8760,8840,8670,8840,557131,0.009132420091324311,0.5728972981464782,7.646212577737082,20.19786103897899,19.988858407545802,16.0877170196819,8795.333333333332,383783.3333333333,33.74929521593367,32.41828774267999,52.690267946274446,54.492948745473754,52.17391304347826,44.20289855072463
2005-01-12,8870,8880,8800,8840,294457,0.0,0.5429974601435223,5.141603759586444,21.065199941331674,19.407117797143318,15.231225105479636,8810.666666666666,355934.3333333333,33.791525941125656,32.69293538236913,52.690267946274446,54.02143911592362,52.17391304347826,46.3768115942029
2005-01-13,8840,8940,8820,8880,473963,0.004524886877828038,0.6119538512162679,4.447929872183529,18.899256744816327,15.663755808518024,14.811935160400655,8840.666666666668,399445.0,36.63040726780309,33.48042975945592,54.30102414570009,53.32470930712526,60.869565217391305,55.07246376811594
2005-01-14,8800,9480,8790,9430,1438070,0.061936936936936915,1.3681423939858717,7.306852911681795,27.39818392926667,11.50932625586761,16.670904665272307,9042.0,755598.0,82.31180537539512,43.24670488264377,69.61823532966146,54.296931958877444,94.11764705882354,69.0537084398977
2005-01-17,9800,9890,9650,9850,1235910,0.044538706256627814,1.3693342212553965,12.050083060887996,36.11074759043745,10.81022468893615,19.331666168788043,9342.0,966650.9333333333,150.66832178020013,64.73102826215504,76.1831470730026,56.41027576557133,96.82539682539682,83.93753636720389
2005-01-18,9800,9810,9690,9720,604888,-0.013197969543147225,1.0950168375971059,14.31636321939322,34.155746975370846,10.224969679663651,21.80237327919551,9526.0,901644.8666666667,192.13660874373454,90.21214435847094,71.06458619184369,58.34564181279907,86.06557377049181,92.33620588490406
2005-01-19,9720,9770,9580,9600,457066,-0.012345679012345734,0.9354997783546566,15.553257299840404,32.44428364682588,12.613588451129127,23.3887473708911,9611.333333333332,784181.0,212.86376680640387,114.74246884805753,66.61534621628026,60.48407371393471,76.22950819672131,86.37349293086999
2005-01-20,9600,9700,9510,9600,385404,0.0,0.8841020727916973,16.47987759098342,30.618147717056427,13.77980531068218,24.427118494963477,9646.0,631989.2,226.67719529645547,137.12941413773711,66.61534621628026,62.156305188947954,76.22950819672131,79.50819672131148
2005-01-21,9500,9720,9500,9720,300696,0.012499999999999956,0.907863444687052,17.281416713351007,29.017737067477356,12.817862492249569,25.448231607212797,9672.666666666666,457465.3333333334,244.4891156770227,158.60135444559424,68.87533678468785,64.29483976111167,86.06557377049181,79.50819672131148
2005-01-24,9650,9760,9550,9760,381465,0.004115226337448652,0.8844687229834981,17.795510473652843,28.447000027971736,12.084106996372231,26.514157701149966,9693.333333333332,385689.4,258.8490063948211,178.65088483543963,69.61375136886245,66.17522680806591,89.34426229508196,83.87978142076503
2005-01-25,9600,9700,9580,9670,363372,-0.009221311475409832,0.7965442865865274,17.960950281589977,26.64775771997283,11.319800161174163,27.503946216948766,9690.0,364845.4666666667,259.97029961936823,194.91476779222535,65.82947209862817,67.63513838054965,81.9672131147541,85.79234972677595
2005-01-26,9700,9870,9690,9810,497768,0.014477766287487093,0.8422216792803077,18.17699561020308,30.07887940082407,10.746916534666665,28.921687434539795,9736.666666666666,404901.2666666666,269.05427237797994,209.7426687093763,68.68153330891091,69.23297273201752,93.44262295081967,88.25136612021856
2005-01-27,9900,9900,9810,9840,399866,0.003058103975535076,0.8227212213950458,18.592565501750688,29.900810141408705,10.3701217109864,30.320011775352167,9779.333333333332,409609.6,275.49836189110283,222.8938073457216,69.27336746115681,69.19465407996145,95.1219512195122,90.177262428362
2005-01-28,9830,9830,9600,9780,284435,-0.0060975609756097615,0.7606981003201462,18.867556951332684,27.321789136766107,15.51335053603664,30.123380691443675,9786.0,374876.80000000005,272.6212427131668,232.83929441921066,66.56408565107148,68.12586947752465,90.2439024390244,92.93615886978542
2005-01-31,9760,9900,9680,9900,329335,0.012269938650306678,0.7961595647514943,19.27041103519371,27.60853903835807,14.524012625681006,30.18996942905976,9828.666666666666,356194.73333333334,276.83294429497437,241.6380243943634,69.16180103681452,67.91444890474364,100.0,95.1219512195122
2005-02-01,9900,9970,9830,9830,437123,-0.007070707070707116,0.7328566090192414,19.167748317142987,28.376423608014505,13.833073607753274,30.494625932151305,9838.666666666666,376917.3333333334,271.3938735195261,247.58919421939595,65.94332216404433,67.8397795656063,88.13559322033899,92.7931652197878
2005-02-02,9830,9880,9730,9810,395070,-0.0020345879959308144,0.7001039389234709,18.62632317219195,26.749076504984696,16.058112116428365,30.100345083251344,9831.333333333334,378705.5333333333,262.44424401147444,250.56020417781164,65.01243415863729,67.66167822586822,86.44067796610169,91.52542372881356
2005-02-03,9720,9940,9720,9920,348983,0.011213047910295648,0.7418620281328722,17.44011502839144,26.78402441270469,14.986410411833331,29.967744284325626,9860.666666666666,371977.93333333335,261.2165372001891,252.69147078228715,67.71212164165624,67.53243209886469,89.36170212765957,87.97932443803342
2005-02-04,9880,9970,9860,9910,257129,-0.0010080645161290036,0.715937552975647,16.27744180514903,24.988485265841202,13.48819521431227,29.962118768617643,9881.333333333332,338024.5333333333,256.48011121185846,253.44919886820142,67.20444200732081,67.26473105869339,87.23404255319149,87.67880754898425
2005-02-07,10120,10240,10060,10200,678715,0.029263370332996974,0.8799374963483523,15.130896081640104,31.72958817035439,12.760859719424486,30.86736085362705,9990.0,446420.19999999995,272.9802890134597,257.3554168972531,73.42674037193177,68.10887197794936,94.5945945945946,90.39677975848188
2005-02-11,10100,10180,10020,10120,517794,-0.007843137254901933,0.8125026223929568,13.52890444215728,28.76039816403995,12.736449000072986,31.42075360282754,10052.0,477883.5333333333,276.41512587780744,261.167358693364,69.50884740656848,68.20079576657797,83.78378378378379,88.53747364385663
2005-02-14,10260,10440,10200,10340,565369,0.021739130434782705,0.9783258021208785,11.869204627651946,34.35206484360128,11.841446480207123,32.65720879823268,10168.0,519827.1333333333,293.50606500653885,267.635099955999,73.66961042026354,68.68926720647872,89.36170212765957,89.24669350201265
2005-02-15,10400,10420,10220,10380,534955,0.003868471953578423,1.0523759899306504,9.557208256801525,32.314211626573275,11.138981288847601,33.8053457653946,10262.0,540279.4666666666,306.7424866600286,275.45657729680494,74.35482531429689,69.5549049468371,93.25842696629213,88.8013042925785
2005-02-16,10440,10620,10360,10400,480293,0.0019267822736031004,1.0084294400467508,9.766712751846491,35.52539865289658,10.224499947921293,35.340866310863014,10332.0,530113.0,315.2127032072349,283.40780247889097,74.70921937235549,70.1712847618972,78.84615384615384,87.15542764670185
2005-02-17,10340,10440,10300,10340,350246,-0.005769230769230749,0.8933170486494504,10.431007740563395,33.022853801868465,11.265342640158904,36.32559803175208,10349.333333333334,461719.93333333335,313.4704204085265,289.4203260648181,71.51627330038477,70.79050155482392,72.54901960784314,81.55120014009637
2005-02-18,10360,10540,10280,10540,367125,0.01934235976789167,0.9957783132139322,11.456838644967423,33.241693857825574,10.349358772101764,37.48206480053138,10424.0,420851.13333333336,324.4874874989,296.4337583516345,75.30497402395407,71.93411709541468,92.15686274509804,81.184012066365
2005-02-21,10600,10640,10480,10560,468639,0.00189753320683117,0.9499445637484418,11.942464742753046,34.22816052610704,9.740150575273816,38.78296585071376,10477.333333333334,423864.93333333335,331.0166712591745,303.3503409331425,75.65372125192137,72.8165170521108,92.3076923076923,85.67119155354449
2005-02-22,10560,10580,10360,10440,357168,-0.011363636363636354,0.8179594733458319,11.76641496762687,30.72252768822524,12.156553763628471,39.10549981340714,10476.0,396170.4,322.78720929062365,307.2377146046387,69.32752171198956,73.052414797074,79.16666666666667,87.87707390648568
2005-02-23,10280,10320,10180,10220,394983,-0.021072796934865856,0.614572252310939,11.376789006890847,28.94865118997208,16.651127296868555,38.23856305224045,10397.333333333332,392933.3333333333,295.1112808618109,304.81242785607316,59.50365711594108,71.50540554640835,54.34782608695652,75.27406168710517
2005-02-24,10200,10400,10140,10380,419776,0.015655577299412915,0.7299288939043733,11.195799770481553,28.753968379364004,15.230570659064691,37.70336558038917,10384.0,403647.9333333333,282.82830239636496,300.41560276413156,63.54910720632389,70.84321219082564,71.73913043478261,68.41787439613526
2005-02-25,10480,10580,10420,10440,417694,0.005780346820809301,0.7595562939831249,10.695703010114142,32.66586138500349,14.519129630993197,37.75731767776183,10388.0,409033.2,274.7680964488354,295.2861015010724,64.9626164752622,69.87576841915882,78.26086956521739,68.1159420289855
2005-02-28,10600,10620,10420,10540,554130,0.009578544061302763,0.8181993243844253,10.650815663677003,31.178719582865494,13.344383613549986,37.92153522229171,10432.0,456525.8666666667,273.29906789793495,290.8886947804449,67.24260804364764,69.08552205575333,87.17948717948718,79.05982905982906
2005-03-02,10500,10560,10340,10340,548569,-0.018975332068311146,0.6156647280823306,10.194277648157096,29.18092088984666,14.819358650166492,37.54426176463442,10410.666666666666,496465.4666666666,253.07918435637112,283.32679269563016,58.97659730818836,67.33745293751254,51.61290322580645,72.35108665683701
2005-03-03,10300,10520,10240,10380,606709,0.003868471953578423,0.6348131863468446,9.444423614101256,26.51918142418212,16.31808059565001,36.56350131055776,10409.333333333334,543025.0,237.54418517872,274.17027119224815,60.034750682438506,66.06172820218518,58.064516129032256,65.6189688447753
2005-03-04,10340,10340,10159,10200,488203,-0.017341040462427793,0.4295271754694008,8.916619561663847,24.985220029592117,17.716846651812464,35.16761749417883,10337.333333333332,535967.4666666666,208.30685892638758,260.99758873907604,53.364166508460606,63.62386070046369,12.0,40.55913978494623
2005-03-07,10300,10300,10000,10140,590399,-0.00588235294117645,0.3320913174916898,8.110764041119516,22.850117678255188,20.731954927307868,33.00279980500843,10257.333333333334,558413.4666666667,178.23992970958534,244.44605693317789,51.31730514669137,60.91981446654924,21.875,30.646505376344084
2005-03-08,10140,10159,10000,10040,527607,-0.009861932938856066,0.16464997327209424,7.287204642058922,21.78743832174073,19.76778394002214,30.99261195077878,10164.0,548415.1333333333,144.67478653733815,224.49180285400996,48.01192617388353,58.55141496231525,6.25,13.375
2005-03-09,9980,10000,9830,10000,497898,-0.003984063745019917,0.09011905437947562,7.002487025222871,20.680045331975975,23.845757325697885,29.286699454586486,10090.666666666668,530282.0,113.53771098600737,202.30098448040945,46.71574597995132,57.13053594720527,20.987654320987655,16.370884773662553
2005-03-10,10060,10160,9990,9990,632675,-0.0010000000000000009,0.051060610947676284,6.693554444116727,22.94987226608687,21.185439925456116,27.480348009445827,10036.666666666666,560452.6,87.05096847728782,179.25098127978515,46.378645782524956,55.22270690011649,19.753086419753085,15.66358024691358
2005-03-11,10140,10380,10079,10380,640226,0.039039039039038936,0.6041557198866662,6.6592825409245755,27.20467912013061,19.387668427569704,26.715855735839195,10138.666666666668,591409.1333333333,96.41832442085797,162.68444990799972,58.85002719656461,54.54353031359454,67.90123456790124,36.21399176954733
2005-03-14,10260,10320,10159,10200,416910,-0.017341040462427793,0.33266263981199673,6.519220153129321,25.07319138128377,17.868643801118075,26.005970053204468,10168.666666666666,537792.1333333333,88.29966227498517,147.80749238139683,52.75176163884428,52.9334362686164,46.835443037974684,44.829921341876336
2005-03-15,10240,10280,9980,10040,500684,-0.015686274509803977,0.1384268492523387,6.915908823047603,22.994407409580003,21.33406065454143,24.415940342582868,10141.333333333332,523665.7333333333,68.16909036839024,131.87981197879552,47.99124744644993,51.71284183953435,26.582278481012658,47.10631869562952
